timestamp,bus1_δ,bus1_ω,bus1_ed_dash,bus1_eq_dash,bus1_vm,bus1_vr1,bus1_vr2,bus1_vf_tilade,bus1_xg1,bus1_xg2,bus2_δ,bus2_ω,bus2_ed_dash,bus2_eq_dash,bus2_vm,bus2_vr1,bus2_vr2,bus2_vf_tilade,bus2_xg1,bus2_xg2,bus3_δ,bus3_ω,bus3_ed_dash,bus3_eq_dash,bus3_vm,bus3_vr1,bus3_vr2,bus3_vf_tilade,bus6_δ,bus6_ω,bus6_ed_dash,bus6_eq_dash,bus6_vm,bus6_vr1,bus6_vr2,bus6_vf_tilade,bus8_δ,bus8_ω,bus8_ed_dash,bus8_eq_dash,bus8_vm,bus8_vr1,bus8_vr2,bus8_vf_tilade,bus1_vh,bus2_vh,bus3_vh,bus4_vh,bus5_vh,bus6_vh,bus7_vh,bus8_vh,bus9_vh,bus10_vh,bus11_vh,bus12_vh,bus13_vh,bus14_vh,bus1_θh,bus2_θh,bus3_θh,bus4_θh,bus5_θh,bus6_θh,bus7_θh,bus8_θh,bus9_θh,bus10_θh,bus11_θh,bus12_θh,bus13_θh,bus14_θh,bus1_id,bus2_id,bus3_id,bus6_id,bus8_id,bus1_iq,bus2_iq,bus3_iq,bus6_iq,bus8_iq
2.701041,0.364865,344.463209,0.694134,0.812335,0.829912,27.232858,0.440178,3.860033,2.424938,-21.520506,1.740727,428.274171,0.389328,1.084308,0.8202,2.245452,0.21443,1.870405,0.249445,36.889687,-0.210998,377.315458,-0.011234,1.074676,0.844526,1.600309,0.163757,1.429234,-0.240742,377.195523,-0.007152,1.101159,0.948478,1.387511,0.145224,1.268395,-0.226801,377.179359,-0.006395,1.132148,1.005843,1.484544,0.155938,1.363916,0.805843,0.793343,0.826228,0.807229,0.804123,0.935367,0.904121,0.996519,0.889848,0.889117,0.907831,0.916012,0.908333,0.876584,-0.001757,0.096554,-0.188178,-0.132728,-0.104114,-0.242206,-0.213021,-0.215986,-0.250094,-0.25527,-0.251394,-0.261732,-0.262495,-0.279644,0.232626,4.417473,0.961582,0.641109,0.524701,-0.895754,0.88955,-0.016575,0.019014,-0.009542
2.701142,0.361561,344.34985,0.693779,0.812406,0.827461,27.235609,0.440178,3.860052,2.425275,-21.601371,1.745936,428.462425,0.389463,1.084157,0.817463,2.248212,0.214429,1.870414,0.248912,37.024377,-0.210965,377.315625,-0.011235,1.074648,0.842662,1.602299,0.163757,1.429242,-0.240722,377.195409,-0.007146,1.101139,0.947143,1.388969,0.145224,1.268401,-0.226782,377.179437,-0.006396,1.132133,1.004893,1.485561,0.155938,1.36392,0.803204,0.790353,0.824213,0.804936,0.801785,0.933927,0.902402,0.995491,0.88802,0.887338,0.906209,0.914517,0.906799,0.87484,-0.002654,0.096464,-0.189574,-0.133965,-0.105256,-0.243309,-0.21411,-0.216695,-0.251343,-0.256514,-0.252573,-0.262911,-0.263679,-0.280958,0.23976,4.432191,0.969162,0.646603,0.528591,-0.901049,0.881961,-0.013866,0.021316,-0.007912
2.701345,0.35492,344.121801,0.693067,0.812549,0.822503,27.241187,0.440178,3.86009,2.425952,-21.764056,1.756411,428.841278,0.389728,1.083854,0.811912,2.253817,0.214429,1.870432,0.247841,37.295448,-0.210899,377.315901,-0.011236,1.074591,0.838889,1.606336,0.163757,1.429259,-0.24068,377.195132,-0.007132,1.101097,0.944441,1.391928,0.145224,1.268414,-0.226744,377.17956,-0.006396,1.132104,1.00297,1.487624,0.155938,1.363928,0.797865,0.78429,0.820133,0.800296,0.797051,0.931014,0.89892,0.993409,0.884318,0.883735,0.902925,0.911491,0.903693,0.871308,-0.004551,0.096203,-0.192475,-0.13655,-0.107647,-0.245589,-0.216367,-0.218163,-0.25393,-0.259091,-0.255011,-0.265345,-0.266127,-0.283675,0.254425,4.461626,0.984522,0.657737,0.536475,-0.911501,0.86646,-0.00829,0.026047,-0.004557
2.701548,0.348233,343.891983,0.69235,0.81269,0.817468,27.246865,0.440178,3.86013,2.426634,-21.928012,1.766961,429.223255,0.389985,1.083548,0.806258,2.259537,0.214428,1.870452,0.246762,37.568771,-0.210834,377.316101,-0.011234,1.074532,0.835055,1.61045,0.163756,1.429277,-0.240639,377.194791,-0.007115,1.101054,0.941697,1.394942,0.145224,1.268427,-0.226706,377.179636,-0.006395,1.132074,1.001015,1.489726,0.155937,1.363937,0.792443,0.778111,0.815987,0.795579,0.79224,0.928054,0.895381,0.991291,0.880552,0.880072,0.899587,0.908417,0.900536,0.867717,-0.00659,0.095828,-0.195527,-0.13929,-0.110188,-0.247972,-0.218737,-0.219698,-0.256639,-0.261789,-0.257562,-0.267888,-0.268683,-0.286515,0.269624,4.491043,1.000159,0.669069,0.544502,-0.921755,0.850516,-0.002498,0.030955,-0.00107
2.70175,0.3415,343.66035,0.691628,0.81283,0.812355,27.252646,0.440177,3.86017,2.427321,-22.093274,1.777588,429.608442,0.390235,1.08324,0.800497,2.265377,0.214428,1.870473,0.245675,37.844408,-0.210768,377.31622,-0.011229,1.074473,0.831157,1.614644,0.163756,1.429297,-0.240598,377.194382,-0.007096,1.101011,0.938909,1.398012,0.145224,1.268442,-0.226668,377.179665,-0.006392,1.132044,0.999027,1.491869,0.155937,1.363946,0.786936,0.771814,0.811772,0.790785,0.787351,0.925047,0.891782,0.989136,0.876723,0.876346,0.896193,0.905293,0.897327,0.864063,-0.00878,0.095331,-0.198737,-0.142191,-0.112888,-0.250462,-0.221222,-0.221303,-0.259477,-0.264612,-0.260229,-0.270542,-0.271353,-0.289481,0.285367,4.520436,1.016081,0.680604,0.552675,-0.9318,0.834117,0.003516,0.036043,0.002553
2.701953,0.33472,343.426872,0.690902,0.812968,0.807161,27.258533,0.440177,3.860212,2.428012,-22.25986,1.788294,429.996893,0.390476,1.082929,0.794627,2.271338,0.214427,1.870496,0.24458,38.122398,-0.210702,377.316253,-0.011222,1.074412,0.827195,1.618919,0.163756,1.429317,-0.240557,377.193901,-0.007075,1.100966,0.936076,1.401141,0.145223,1.268457,-0.22663,377.179642,-0.006387,1.132013,0.997004,1.494053,0.155937,1.363956,0.781342,0.765395,0.807488,0.785912,0.782382,0.921991,0.888122,0.986945,0.872828,0.872556,0.892742,0.902118,0.894065,0.860348,-0.011131,0.094704,-0.202113,-0.145262,-0.115754,-0.253063,-0.223829,-0.222982,-0.26245,-0.267567,-0.263018,-0.273313,-0.274141,-0.292581,0.30166,4.549794,1.032298,0.69235,0.560999,-0.941626,0.817252,0.00976,0.041317,0.006316
2.702359,0.321017,342.95431,0.689437,0.813242,0.796528,27.27063,0.440177,3.860297,2.42941,-22.597065,1.809942,430.783742,0.390934,1.082302,0.782547,2.283636,0.214426,1.870546,0.242366,38.685554,-0.21057,377.316049,-0.011197,1.074287,0.819072,1.627719,0.163755,1.42936,-0.240475,377.192713,-0.007024,1.100874,0.930274,1.407575,0.145223,1.268489,-0.226553,377.179438,-0.006372,1.131949,0.992855,1.498548,0.155937,1.363977,0.769888,0.752183,0.798706,0.775924,0.772198,0.915732,0.880614,0.982446,0.864834,0.864779,0.885665,0.895611,0.887379,0.852723,-0.016345,0.09303,-0.20939,-0.151949,-0.122018,-0.258617,-0.229427,-0.226569,-0.268818,-0.273891,-0.268979,-0.279224,-0.28009,-0.299201,0.335929,4.608347,1.065655,0.7165,0.57812,-0.96057,0.782073,0.022961,0.052446,0.014279
2.703169,0.293029,341.986137,0.686458,0.813772,0.774238,27.296165,0.440177,3.860481,2.432264,-23.28805,1.854208,432.398505,0.391742,1.081019,0.756958,2.309802,0.214425,1.870664,0.237837,39.841495,-0.210307,377.314437,-0.011107,1.07402,0.802003,1.646356,0.163754,1.429461,-0.240312,377.189339,-0.006888,1.10068,0.918096,1.421179,0.145222,1.268564,-0.226401,377.17832,-0.006318,1.131813,0.984116,1.508071,0.155936,1.364027,0.745877,0.724174,0.780253,0.754939,0.750813,0.902589,0.864808,0.972959,0.847991,0.848394,0.870774,0.881939,0.873319,0.836657,-0.029108,0.087742,-0.226276,-0.167756,-0.136933,-0.271264,-0.242314,-0.234739,-0.283423,-0.288367,-0.282584,-0.292657,-0.293619,-0.314288,0.411391,4.724392,1.13635,0.767644,0.614401,-0.995282,0.705579,0.052406,0.077181,0.032067
2.70398,0.264243,340.986118,0.683421,0.814276,0.750507,27.323581,0.440177,3.860681,2.4352,-24.001949,1.899808,434.070343,0.392393,1.079702,0.729315,2.338199,0.214423,1.870808,0.233173,41.038645,-0.210046,377.310986,-0.010957,1.073731,0.783774,1.666452,0.163752,1.42958,-0.240154,377.184455,-0.006702,1.100468,0.905105,1.435819,0.145221,1.268652,-0.22625,377.176128,-0.006227,1.131666,0.97474,1.518343,0.155935,1.364086,0.720316,0.693883,0.760547,0.732535,0.727995,0.888558,0.847869,0.962762,0.829921,0.830816,0.854824,0.867326,0.858275,0.819417,-0.045595,0.079284,-0.24677,-0.187378,-0.155601,-0.286239,-0.257781,-0.244398,-0.300888,-0.305634,-0.298749,-0.308531,-0.30962,-0.332192,0.496478,4.838029,1.213014,0.823047,0.653735,-1.025044,0.620187,0.086281,0.105527,0.052565
2.704791,0.234633,339.952832,0.680338,0.814753,0.725248,27.352997,0.440177,3.860898,2.43822,-24.739796,1.946787,435.80226,0.39287,1.07835,0.699422,2.369006,0.214421,1.870981,0.228366,42.279205,-0.209789,377.305374,-0.010737,1.073417,0.764306,1.688102,0.163751,1.429719,-0.239999,377.177815,-0.006458,1.100239,0.891234,1.451562,0.14522,1.268755,-0.226101,377.172685,-0.006094,1.131505,0.964661,1.529418,0.155935,1.364155,0.693114,0.661087,0.739497,0.708619,0.703657,0.873554,0.829684,0.951768,0.810497,0.811921,0.83771,0.851681,0.842149,0.80088,-0.066706,0.066769,-0.271573,-0.211636,-0.178845,-0.303918,-0.276282,-0.255759,-0.321725,-0.326183,-0.317905,-0.327246,-0.328501,-0.353403,0.591674,4.947725,1.296641,0.883411,0.69662,-1.04894,0.524961,0.12503,0.137862,0.07605
2.705602,0.204171,338.884766,0.677221,0.815199,0.698371,27.384536,0.440177,3.861135,2.441328,-25.502695,1.995196,437.597505,0.393152,1.076966,0.667064,2.402419,0.214419,1.871186,0.223413,43.565562,-0.209538,377.297237,-0.010438,1.073075,0.743509,1.71141,0.16375,1.429881,-0.239852,377.16914,-0.006148,1.09999,0.876397,1.468481,0.145219,1.268874,-0.225956,377.167795,-0.005913,1.131331,0.953792,1.541359,0.155934,1.364235,0.664189,0.625546,0.717004,0.683092,0.677704,0.85747,0.810108,0.939866,0.789565,0.791557,0.819295,0.834885,0.824816,0.780891,-0.093586,0.049022,-0.301535,-0.24155,-0.20769,-0.324739,-0.298346,-0.269054,-0.346546,-0.3506,-0.34056,-0.349266,-0.350738,-0.378507,0.697522,5.051409,1.388531,0.949666,0.743713,-1.066,0.418862,0.169079,0.174563,0.102787
2.706413,0.172828,337.780291,0.674082,0.81561,0.669795,27.41833,0.440177,3.861391,2.444525,-26.291838,2.045087,439.45961,0.393219,1.075551,0.632002,2.438652,0.214417,1.871423,0.218308,44.90031,-0.209294,377.286163,-0.010049,1.072704,0.721282,1.736486,0.163749,1.430065,-0.239712,377.158118,-0.005764,1.09972,0.860487,1.486659,0.145218,1.26901,-0.225815,377.16124,-0.005677,1.131142,0.942023,1.554236,0.155933,1.364328,0.633471,0.586995,0.692944,0.655842,0.65004,0.840158,0.788954,0.926904,0.766917,0.769517,0.799399,0.816778,0.806105,0.759241,-0.127689,0.024458,-0.337685,-0.278394,-0.24342,-0.349203,-0.324597,-0.28453,-0.376083,-0.379583,-0.367308,-0.375133,-0.376883,-0.408201,0.814687,5.146277,1.490421,1.023054,0.79589,-1.075224,0.300776,0.218785,0.215972,0.133004
2.707223,0.140575,336.637668,0.67094,0.815982,0.63947,27.454513,0.440177,3.861669,2.447816,-27.108495,2.096517,441.39238,0.393046,1.074108,0.594002,2.477939,0.214415,1.871698,0.213045,46.286247,-0.20906,377.271702,-0.00956,1.0723,0.697512,1.763448,0.163748,1.430275,-0.239582,377.144407,-0.005296,1.099426,0.843363,1.506189,0.145217,1.269164,-0.225681,377.152787,-0.00538,1.130935,0.929204,1.568128,0.155933,1.364433,0.600974,0.545221,0.667193,0.626784,0.620602,0.821425,0.765977,0.912678,0.742287,0.745536,0.777781,0.797149,0.78579,0.735654,-0.170932,-0.009256,-0.38124,-0.323778,-0.287663,-0.377844,-0.355729,-0.302407,-0.411189,-0.413934,-0.398807,-0.405433,-0.407543,-0.443296,0.943802,5.228395,1.604564,1.105214,0.854303,-1.075648,0.169472,0.274235,0.262249,0.166761
2.708034,0.107379,335.454997,0.66781,0.816313,0.607357,27.493224,0.440177,3.861969,2.451203,-27.954058,2.149543,443.399976,0.392608,1.072643,0.5528,2.520535,0.214414,1.872011,0.207618,47.726436,-0.20884,377.253352,-0.00896,1.071858,0.672035,1.792428,0.163747,1.430512,-0.239464,377.127623,-0.004734,1.099104,0.824812,1.527179,0.145216,1.269337,-0.225554,377.142182,-0.005016,1.130709,0.915125,1.583134,0.155932,1.364552,0.566642,0.499898,0.639482,0.595708,0.589214,0.800943,0.740778,0.896876,0.715244,0.719182,0.754051,0.775643,0.763498,0.709686,-0.225616,-0.05515,-0.433695,-0.379658,-0.342388,-0.411333,-0.392598,-0.322952,-0.45293,-0.454661,-0.435883,-0.44091,-0.44348,-0.484816,1.086355,5.292926,1.734042,1.198441,0.920556,-1.066423,0.023936,0.335496,0.313602,0.204135
2.708845,0.073207,334.23019,0.664713,0.816597,0.573362,27.534604,0.440177,3.862294,2.454691,-28.830056,2.204229,445.486931,0.391876,1.071162,0.508019,2.566728,0.214412,1.872368,0.20202,49.224212,-0.208636,377.23056,-0.008237,1.071372,0.644521,1.823579,0.163745,1.430778,-0.239361,377.107337,-0.004071,1.098752,0.804448,1.549767,0.145216,1.269532,-0.225436,377.129155,-0.004577,1.130461,0.899424,1.59938,0.155931,1.364687,0.530212,0.450387,0.609142,0.562063,0.555389,0.778003,0.712509,0.878865,0.684863,0.689534,0.727369,0.751495,0.738427,0.680392,-0.295266,-0.118062,-0.497538,-0.449177,-0.410718,-0.450707,-0.436537,-0.346505,-0.503044,-0.5034,-0.479847,-0.482739,-0.48591,-0.534451,1.245573,5.331387,1.884859,1.307106,0.99769,-1.046799,-0.137258,0.40233,0.370108,0.24501
2.709575,0.041589,333.089945,0.66197,0.816807,0.540956,27.574257,0.440178,3.862608,2.457918,-29.645867,2.25492,447.437073,0.39094,1.069824,0.464179,2.611643,0.214411,1.872728,0.196831,50.624418,-0.20847,377.205767,-0.007475,1.070892,0.617461,1.853634,0.163745,1.431043,-0.239284,377.085704,-0.003378,1.098403,0.783975,1.571616,0.145215,1.269727,-0.225341,377.115136,-0.004113,1.130216,0.883382,1.6152,0.155931,1.364822,0.495231,0.401527,0.578542,0.528702,0.522076,0.754174,0.68316,0.859853,0.65327,0.65864,0.699563,0.72634,0.712271,0.649751,-0.374524,-0.19521,-0.567307,-0.526914,-0.487273,-0.492132,-0.483416,-0.370415,-0.557188,-0.555872,-0.526622,-0.526977,-0.530856,-0.587938,1.407421,5.333491,2.046268,1.423703,1.080315,-1.020402,-0.296556,0.466142,0.42488,0.284144
2.710304,0.009126,331.911804,0.659284,0.816969,0.506283,27.616343,0.440178,3.862944,2.461231,-30.489099,2.30706,449.459396,0.389716,1.068492,0.41608,2.660028,0.21441,1.873129,0.191492,52.077096,-0.208324,377.176438,-0.0066,1.070362,0.587039,1.885825,0.163744,1.431336,-0.239224,377.060463,-0.002587,1.098018,0.760293,1.595123,0.145214,1.269941,-0.225256,377.098738,-0.00358,1.129944,0.86454,1.632351,0.15593,1.364971,0.456845,0.346683,0.542291,0.490161,0.483971,0.724905,0.64719,0.836191,0.614436,0.620563,0.665276,0.695322,0.679959,0.61177,-0.476711,-0.306028,-0.654734,-0.626753,-0.585446,-0.541763,-0.5404,-0.397523,-0.624514,-0.620834,-0.583558,-0.58047,-0.585316,-0.654457,1.597489,5.289764,2.24728,1.569897,1.183639,-0.985325,-0.473567,0.532724,0.483566,0.325076
2.71073,-0.010188,331.207079,0.657751,0.817036,0.48423,27.642061,0.440178,3.86315,2.463203,-30.993651,2.338124,450.672633,0.388855,1.067725,0.384997,2.689966,0.214409,1.873382,0.188311,52.948915,-0.208249,377.157033,-0.006037,1.070023,0.566493,1.905694,0.163743,1.43152,-0.239198,377.043887,-0.002079,1.097772,0.743869,1.609707,0.145214,1.270075,-0.225212,377.087999,-0.003237,1.129771,0.851342,1.643065,0.15593,1.365065,0.429398,0.307476,0.513863,0.460834,0.455298,0.701341,0.618354,0.817081,0.583169,0.589817,0.637577,0.670241,0.653791,0.5809,-0.555361,-0.399245,-0.722731,-0.705585,-0.662362,-0.578324,-0.582943,-0.415934,-0.676537,-0.670801,-0.626405,-0.620461,-0.626133,-0.706103,1.740149,5.222507,2.407596,1.687192,1.266281,-0.961197,-0.590874,0.572986,0.520797,0.34989
2.710754,-0.011283,331.16702,0.657666,0.817039,0.48292,27.643536,0.440178,3.863161,2.463315,-31.022335,2.339887,450.741678,0.388803,1.067682,0.383145,2.691691,0.214409,1.873397,0.188131,52.998538,-0.208245,377.155886,-0.006005,1.070004,0.565235,1.906839,0.163743,1.431531,-0.239197,377.042909,-0.00205,1.097758,0.742853,1.61055,0.145214,1.270083,-0.22521,377.087367,-0.003217,1.129761,0.850523,1.643686,0.15593,1.365071,0.427465,0.304756,0.511756,0.458697,0.453221,0.699582,0.616208,0.815659,0.580835,0.587519,0.635506,0.668365,0.651831,0.578583,-0.560822,-0.406027,-0.727596,-0.711244,-0.667839,-0.580847,-0.5859,-0.417127,-0.680249,-0.674357,-0.629407,-0.623252,-0.628987,-0.709807,1.750314,5.216418,2.419392,1.695839,1.272363,-0.959736,-0.598336,0.575375,0.523102,0.351361
2.710801,-0.013476,331.086761,0.657495,0.817045,0.480252,27.646496,0.440178,3.863185,2.463539,-31.079806,2.343418,450.880036,0.388697,1.067596,0.379372,2.695157,0.214409,1.873426,0.187769,53.097979,-0.208237,377.153572,-0.005938,1.069964,0.562654,1.90914,0.163743,1.431552,-0.239194,377.040936,-0.00199,1.097729,0.740762,1.612244,0.145214,1.270099,-0.225206,377.086094,-0.003177,1.129741,0.848838,1.644935,0.15593,1.365082,0.423597,0.299298,0.507513,0.454398,0.449046,0.696031,0.611872,0.812786,0.576116,0.582871,0.63132,0.664574,0.647871,0.573897,-0.571862,-0.419863,-0.737436,-0.722715,-0.678932,-0.585942,-0.591871,-0.419526,-0.687765,-0.681554,-0.635477,-0.628894,-0.634756,-0.717311,1.770716,5.204205,2.443154,1.713294,1.284639,-0.956775,-0.613397,0.580145,0.527726,0.354302
2.710897,-0.017875,330.925677,0.657155,0.817055,0.474694,27.652457,0.440178,3.863233,2.463988,-31.19516,2.350499,451.157842,0.388482,1.067426,0.37152,2.702148,0.214409,1.873486,0.187044,53.297656,-0.208222,377.148859,-0.005805,1.069882,0.55719,1.913783,0.163743,1.431595,-0.23919,377.036918,-0.001868,1.09767,0.736319,1.615667,0.145214,1.27013,-0.225197,377.083506,-0.003095,1.129699,0.845256,1.647461,0.15593,1.365104,0.414819,0.287006,0.497681,0.444503,0.439458,0.687788,0.601815,0.806129,0.565155,0.572068,0.621594,0.655764,0.638664,0.562985,-0.596533,-0.451455,-0.759856,-0.748877,-0.704113,-0.597358,-0.605289,-0.424738,-0.704882,-0.697924,-0.649179,-0.64161,-0.647769,-0.734449,1.817046,5.174467,2.497867,1.753523,1.312917,-0.950627,-0.645929,0.590054,0.537573,0.36041
2.710993,-0.022289,330.763805,0.656816,0.817064,0.468676,27.658475,0.440178,3.863281,2.464438,-31.311087,2.357606,451.437165,0.388257,1.067258,0.363044,2.709223,0.214408,1.873547,0.186316,53.498442,-0.208207,377.144018,-0.005668,1.069798,0.551117,1.918486,0.163743,1.431639,-0.239186,377.032788,-0.001745,1.097609,0.731351,1.619139,0.145214,1.270162,-0.225188,377.080857,-0.003012,1.129656,0.841252,1.650027,0.15593,1.365126,0.402454,0.269991,0.483305,0.430204,0.425663,0.675733,0.587119,0.796438,0.549086,0.556216,0.607331,0.642848,0.625154,0.546922,-0.629497,-0.495261,-0.791356,-0.785612,-0.739091,-0.61287,-0.623605,-0.431356,-0.728919,-0.720856,-0.668086,-0.6591,-0.665698,-0.758674,1.881897,5.128087,2.576502,1.811445,1.353593,-0.94384,-0.686742,0.601405,0.549576,0.367407
2.711017,-0.023395,330.723206,0.656732,0.817065,0.467059,27.659989,0.440178,3.863293,2.464551,-31.340163,2.359387,451.507249,0.3882,1.067216,0.360775,2.711005,0.214408,1.873562,0.186134,53.548824,-0.208204,377.142784,-0.005634,1.069777,0.549452,1.919672,0.163743,1.43165,-0.239185,377.031735,-0.001713,1.097593,0.729984,1.620015,0.145214,1.27017,-0.225186,377.080183,-0.002991,1.129645,0.840151,1.650675,0.15593,1.365132,0.398219,0.264218,0.478272,0.425218,0.420865,0.671491,0.581948,0.793036,0.543416,0.550618,0.602299,0.638294,0.620386,0.541238,-0.640416,-0.510205,-0.802167,-0.798229,-0.751014,-0.618102,-0.62979,-0.433488,-0.737199,-0.728744,-0.674526,-0.665047,-0.6718,-0.767059,1.904075,5.111398,2.603801,1.83165,1.36777,-0.941825,-0.69977,0.604828,0.553353,0.369499
2.711029,-0.023948,330.702886,0.65669,0.817066,0.466222,27.660747,0.440178,3.863299,2.464608,-31.354717,2.360278,451.542333,0.388171,1.067195,0.359601,2.711899,0.214408,1.87357,0.186042,53.574046,-0.208202,377.142162,-0.005617,1.069766,0.548583,1.920266,0.163743,1.431656,-0.239184,377.031204,-0.001698,1.097585,0.72927,1.620455,0.145214,1.270175,-0.225185,377.079845,-0.00298,1.12964,0.839576,1.651001,0.15593,1.365135,0.394899,0.259751,0.474259,0.421266,0.417069,0.668119,0.57784,0.790342,0.538902,0.546159,0.598293,0.634669,0.616589,0.536704,-0.648513,-0.521455,-0.810535,-0.807964,-0.760142,-0.622067,-0.634487,-0.435027,-0.743604,-0.734838,-0.679454,-0.669591,-0.676467,-0.773575,1.921251,5.097891,2.625263,1.847541,1.378917,-0.940615,-0.709092,0.607085,0.556003,0.370879
2.711029,-0.023948,330.702876,0.65669,0.817066,0.466221,27.660748,0.440178,3.863299,2.464608,-31.354724,2.360279,451.54235,0.388171,1.067195,0.359601,2.711899,0.214408,1.87357,0.186042,53.574058,-0.208202,377.142162,-0.005616,1.069766,0.548583,1.920267,0.163743,1.431656,-0.239184,377.031203,-0.001698,1.097585,0.729269,1.620455,0.145214,1.270175,-0.225185,377.079844,-0.00298,1.12964,0.839575,1.651001,0.15593,1.365135,0.394996,0.259879,0.474379,0.421387,0.417184,0.668225,0.577967,0.790425,0.539044,0.5463,0.598419,0.634783,0.616708,0.536847,-0.648304,-0.521166,-0.810301,-0.807694,-0.759892,-0.621954,-0.634356,-0.434987,-0.743419,-0.734662,-0.679313,-0.669461,-0.676333,-0.773385,1.920756,5.098293,2.624639,1.847054,1.378578,-0.940639,-0.708855,0.60703,0.555935,0.370848
2.711029,-0.023949,330.702856,0.65669,0.817066,0.46622,27.660749,0.440178,3.863299,2.464608,-31.354739,2.360279,451.542385,0.388171,1.067195,0.359599,2.7119,0.214408,1.87357,0.186042,53.574083,-0.208202,377.142162,-0.005616,1.069766,0.548582,1.920267,0.163743,1.431656,-0.239184,377.031203,-0.001698,1.097585,0.729269,1.620456,0.145214,1.270175,-0.225185,377.079844,-0.00298,1.12964,0.839575,1.651001,0.15593,1.365135,0.394985,0.259865,0.474365,0.421373,0.417171,0.668213,0.577953,0.790416,0.539028,0.546284,0.598405,0.63477,0.616695,0.536831,-0.648329,-0.521201,-0.810329,-0.807726,-0.759921,-0.621967,-0.634372,-0.434992,-0.743441,-0.734683,-0.679329,-0.669476,-0.676348,-0.773407,1.920814,5.098247,2.624711,1.84711,1.378616,-0.940636,-0.708884,0.607036,0.555943,0.370852
2.711029,-0.023949,330.702853,0.65669,0.817066,0.46622,27.660749,0.440178,3.863299,2.464608,-31.35474,2.36028,451.542389,0.388171,1.067195,0.359599,2.7119,0.214408,1.87357,0.186042,53.574086,-0.208202,377.142161,-0.005616,1.069766,0.548582,1.920267,0.163743,1.431656,-0.239184,377.031203,-0.001698,1.097585,0.729269,1.620456,0.145214,1.270175,-0.225185,377.079844,-0.00298,1.12964,0.839575,1.651001,0.15593,1.365135,0.394964,0.259836,0.474339,0.421346,0.417146,0.66819,0.577925,0.790398,0.538997,0.546254,0.598378,0.634745,0.616669,0.5368,-0.648376,-0.521266,-0.810381,-0.807786,-0.759977,-0.621992,-0.6344,-0.435001,-0.743481,-0.734721,-0.67936,-0.669504,-0.676377,-0.773449,1.920922,5.098158,2.624849,1.847215,1.37869,-0.940631,-0.708936,0.607048,0.555958,0.370858
2.711029,-0.023949,330.702849,0.65669,0.817066,0.46622,27.660749,0.440178,3.863299,2.464608,-31.354744,2.36028,451.542398,0.388171,1.067195,0.359599,2.711901,0.214408,1.87357,0.186042,53.574092,-0.208202,377.142161,-0.005616,1.069766,0.548582,1.920267,0.163743,1.431656,-0.239184,377.031203,-0.001698,1.097585,0.729268,1.620456,0.145214,1.270175,-0.225185,377.079844,-0.00298,1.12964,0.839575,1.651001,0.15593,1.365135,0.394984,0.259864,0.474364,0.421372,0.417171,0.668212,0.577952,0.790416,0.539027,0.546284,0.598405,0.634769,0.616694,0.53683,-0.648331,-0.521203,-0.81033,-0.807728,-0.759923,-0.621968,-0.634372,-0.434992,-0.743442,-0.734684,-0.67933,-0.669476,-0.676349,-0.773408,1.920816,5.098245,2.624715,1.847112,1.378618,-0.940635,-0.708886,0.607037,0.555943,0.370852
2.711029,-0.023949,330.702839,0.65669,0.817066,0.46622,27.660749,0.440178,3.863299,2.464608,-31.354751,2.36028,451.542415,0.388171,1.067195,0.359598,2.711901,0.214408,1.87357,0.186042,53.574104,-0.208202,377.142161,-0.005616,1.069766,0.548581,1.920268,0.163743,1.431656,-0.239184,377.031202,-0.001698,1.097585,0.729268,1.620456,0.145214,1.270175,-0.225185,377.079844,-0.00298,1.12964,0.839574,1.651001,0.15593,1.365135,0.395033,0.259928,0.474424,0.421432,0.417228,0.668264,0.578015,0.790457,0.539097,0.546353,0.598467,0.634826,0.616753,0.536901,-0.648226,-0.521056,-0.810212,-0.807591,-0.759797,-0.621912,-0.634307,-0.434972,-0.74335,-0.734596,-0.67926,-0.669412,-0.676282,-0.773313,1.92057,5.098448,2.624401,1.846872,1.37845,-0.940646,-0.708769,0.607011,0.55591,0.370837
2.711029,-0.02395,330.702829,0.65669,0.817066,0.466219,27.66075,0.440178,3.863299,2.464608,-31.354758,2.360281,451.542432,0.388171,1.067195,0.359598,2.711902,0.214408,1.87357,0.186042,53.574117,-0.208202,377.142161,-0.005616,1.069766,0.548581,1.920268,0.163743,1.431656,-0.239184,377.031202,-0.001698,1.097585,0.729268,1.620456,0.145214,1.270175,-0.225185,377.079844,-0.00298,1.12964,0.839574,1.651002,0.15593,1.365135,0.394927,0.259788,0.474293,0.421301,0.417103,0.668151,0.577878,0.790367,0.538945,0.546202,0.598331,0.634703,0.616625,0.536747,-0.648457,-0.52138,-0.810471,-0.80789,-0.760074,-0.622035,-0.63445,-0.435016,-0.743552,-0.734788,-0.679414,-0.669554,-0.676428,-0.773521,1.92111,5.098005,2.625087,1.847396,1.378817,-0.940622,-0.709027,0.607069,0.555983,0.37087
